"REF_DATE","GEO","Educational.attainment.level","Age.group","Sex","UOM","VALUE"
2009,"Manitoba","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",3
2009,"Manitoba","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",3
2009,"Manitoba","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",3
2009,"Manitoba","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",10.5
2009,"Manitoba","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",7.5
2009,"Manitoba","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",13
2009,"Manitoba","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",11
2009,"Manitoba","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",7.5
2009,"Manitoba","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",13.5
2009,"Manitoba","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",5.5
2009,"Manitoba","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",4
2009,"Manitoba","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",6.5
2009,"Manitoba","Pre-primary and primary","25 to 44 years","Both sexes","Percent",2.5
2009,"Manitoba","Pre-primary and primary","25 to 44 years","Female","Percent",2.5
2009,"Manitoba","Pre-primary and primary","25 to 44 years","Male","Percent",2.5
2009,"Manitoba","Pre-primary and primary","45 to 64 years","Both sexes","Percent",5.5
2009,"Manitoba","Pre-primary and primary","45 to 64 years","Female","Percent",5
2009,"Manitoba","Pre-primary and primary","45 to 64 years","Male","Percent",5.5
2009,"Manitoba","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",2
2009,"Manitoba","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",2
2009,"Manitoba","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",2
2009,"Manitoba","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",22
2009,"Manitoba","Short-cycle tertiary","25 to 44 years","Female","Percent",25.5
2009,"Manitoba","Short-cycle tertiary","25 to 44 years","Male","Percent",18.5
2009,"Manitoba","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",21
2009,"Manitoba","Short-cycle tertiary","45 to 64 years","Female","Percent",25
2009,"Manitoba","Short-cycle tertiary","45 to 64 years","Male","Percent",17
2009,"Manitoba","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",11
2009,"Manitoba","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",12.5
2009,"Manitoba","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",9
2009,"Manitoba","Tertiary education","25 to 44 years","Both sexes","Percent",46.5
2009,"Manitoba","Tertiary education","25 to 44 years","Female","Percent",52.5
2009,"Manitoba","Tertiary education","25 to 44 years","Male","Percent",40
2009,"Manitoba","Tertiary education","45 to 64 years","Both sexes","Percent",40.5
2009,"Manitoba","Tertiary education","45 to 64 years","Female","Percent",44.5
2009,"Manitoba","Tertiary education","45 to 64 years","Male","Percent",36.5
2009,"Manitoba","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",21.5
2009,"Manitoba","Tertiary education","Total, 25 to 64 years","Female","Percent",24
2009,"Manitoba","Tertiary education","Total, 25 to 64 years","Male","Percent",19
2009,"Manitoba","Total, all levels","25 to 44 years","Both sexes","Percent",100
2009,"Manitoba","Total, all levels","25 to 44 years","Female","Percent",100
2009,"Manitoba","Total, all levels","25 to 44 years","Male","Percent",100
2009,"Manitoba","Total, all levels","45 to 64 years","Both sexes","Percent",100
2009,"Manitoba","Total, all levels","45 to 64 years","Female","Percent",100
2009,"Manitoba","Total, all levels","45 to 64 years","Male","Percent",100
2009,"Manitoba","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2009,"Manitoba","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2009,"Manitoba","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2009,"Manitoba","Upper secondary","25 to 44 years","Both sexes","Percent",32
2009,"Manitoba","Upper secondary","25 to 44 years","Female","Percent",30.5
2009,"Manitoba","Upper secondary","25 to 44 years","Male","Percent",33.5
2009,"Manitoba","Upper secondary","45 to 64 years","Both sexes","Percent",29
2009,"Manitoba","Upper secondary","45 to 64 years","Female","Percent",30.5
2009,"Manitoba","Upper secondary","45 to 64 years","Male","Percent",28
2009,"Manitoba","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",15.5
2009,"Manitoba","Upper secondary","Total, 25 to 64 years","Female","Percent",15.5
2009,"Manitoba","Upper secondary","Total, 25 to 64 years","Male","Percent",15.5
2009,"Manitoba","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",42.5
2009,"Manitoba","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",38.5
2009,"Manitoba","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",47
2009,"Manitoba","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",40
2009,"Manitoba","Upper secondary and post-secondary non-tertiary","45 to 64 years","Female","Percent",38.5
2009,"Manitoba","Upper secondary and post-secondary non-tertiary","45 to 64 years","Male","Percent",41.5
2009,"Manitoba","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes","Percent",20.5
2009,"Manitoba","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female","Percent",19.5
2009,"Manitoba","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male","Percent",22
2009,"Manitoba","Upper secondary or above","25 to 44 years","Both sexes","Percent",89
2009,"Manitoba","Upper secondary or above","25 to 44 years","Female","Percent",90.5
2009,"Manitoba","Upper secondary or above","25 to 44 years","Male","Percent",86.5
2009,"Manitoba","Upper secondary or above","45 to 64 years","Both sexes","Percent",80
2009,"Manitoba","Upper secondary or above","45 to 64 years","Female","Percent",83
2009,"Manitoba","Upper secondary or above","45 to 64 years","Male","Percent",78
2009,"Manitoba","Upper secondary or above","Total, 25 to 64 years","Both sexes","Percent",42.5
2009,"Manitoba","Upper secondary or above","Total, 25 to 64 years","Female","Percent",43.5
2009,"Manitoba","Upper secondary or above","Total, 25 to 64 years","Male","Percent",41
2009,"New Brunswick","Bachelor's level","25 to 44 years","Both sexes","Percent",17.5
2009,"New Brunswick","Bachelor's level","25 to 44 years","Female","Percent",21
2009,"New Brunswick","Bachelor's level","25 to 44 years","Male","Percent",14
2009,"New Brunswick","Bachelor's level","45 to 64 years","Both sexes","Percent",9.5
2009,"New Brunswick","Bachelor's level","45 to 64 years","Female","Percent",10
2009,"New Brunswick","Bachelor's level","45 to 64 years","Male","Percent",10
2009,"New Brunswick","Bachelor's level","Total, 25 to 64 years","Both sexes","Percent",6.5
2009,"New Brunswick","Bachelor's level","Total, 25 to 64 years","Female","Percent",7.5
2009,"New Brunswick","Bachelor's level","Total, 25 to 64 years","Male","Percent",6
2009,"New Brunswick","Below upper secondary","25 to 44 years","Both sexes","Percent",9
2009,"New Brunswick","Below upper secondary","25 to 44 years","Female","Percent",6
2009,"New Brunswick","Below upper secondary","25 to 44 years","Male","Percent",12
2009,"New Brunswick","Below upper secondary","45 to 64 years","Both sexes","Percent",22.5
2009,"New Brunswick","Below upper secondary","45 to 64 years","Female","Percent",21
2009,"New Brunswick","Below upper secondary","45 to 64 years","Male","Percent",24.5
2009,"New Brunswick","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",8
2009,"New Brunswick","Below upper secondary","Total, 25 to 64 years","Female","Percent",7
2009,"New Brunswick","Below upper secondary","Total, 25 to 64 years","Male","Percent",9.5
2009,"New Brunswick","Lower secondary","25 to 44 years","Both sexes","Percent",6.5
2009,"New Brunswick","Lower secondary","25 to 44 years","Female","Percent",4.5
2009,"New Brunswick","Lower secondary","25 to 44 years","Male","Percent",8.5
2009,"New Brunswick","Lower secondary","45 to 64 years","Both sexes","Percent",12.5
2009,"New Brunswick","Lower secondary","45 to 64 years","Female","Percent",12.5
2009,"New Brunswick","Lower secondary","45 to 64 years","Male","Percent",12.5
2009,"New Brunswick","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",5
2009,"New Brunswick","Lower secondary","Total, 25 to 64 years","Female","Percent",4.5
2009,"New Brunswick","Lower secondary","Total, 25 to 64 years","Male","Percent",5.5
2009,"New Brunswick","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",5.5
2009,"New Brunswick","Master's or Doctoral level","25 to 44 years","Female","Percent",6.5
2009,"New Brunswick","Master's or Doctoral level","25 to 44 years","Male","Percent",5.5
2009,"New Brunswick","Master's or Doctoral level","45 to 64 years","Both sexes","Percent",5
2009,"New Brunswick","Master's or Doctoral level","45 to 64 years","Female","Percent",4.5
2009,"New Brunswick","Master's or Doctoral level","45 to 64 years","Male","Percent",6
2009,"New Brunswick","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",2.5
2009,"New Brunswick","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",2.5
2009,"New Brunswick","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",2.5
2009,"New Brunswick","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",8.5
2009,"New Brunswick","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",7.5
2009,"New Brunswick","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",10
2009,"New Brunswick","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",11
2009,"New Brunswick","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",7
2009,"New Brunswick","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",14.5
2009,"New Brunswick","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",5
2009,"New Brunswick","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",3.5
2009,"New Brunswick","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",6
2009,"New Brunswick","Pre-primary and primary","25 to 44 years","Both sexes","Percent",2
2009,"New Brunswick","Pre-primary and primary","25 to 44 years","Female","Percent",NA
2009,"New Brunswick","Pre-primary and primary","25 to 44 years","Male","Percent",3.5
2009,"New Brunswick","Pre-primary and primary","45 to 64 years","Both sexes","Percent",10
2009,"New Brunswick","Pre-primary and primary","45 to 64 years","Female","Percent",9
2009,"New Brunswick","Pre-primary and primary","45 to 64 years","Male","Percent",12
2009,"New Brunswick","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",3
2009,"New Brunswick","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",2.5
2009,"New Brunswick","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",4
2009,"New Brunswick","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",31.5
2009,"New Brunswick","Short-cycle tertiary","25 to 44 years","Female","Percent",33.5
2009,"New Brunswick","Short-cycle tertiary","25 to 44 years","Male","Percent",28.5
2009,"New Brunswick","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",24
2009,"New Brunswick","Short-cycle tertiary","45 to 64 years","Female","Percent",26.5
2009,"New Brunswick","Short-cycle tertiary","45 to 64 years","Male","Percent",21
2009,"New Brunswick","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",13.5
2009,"New Brunswick","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",15
2009,"New Brunswick","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",12
2009,"New Brunswick","Tertiary education","25 to 44 years","Both sexes","Percent",54.5
2009,"New Brunswick","Tertiary education","25 to 44 years","Female","Percent",60.5
2009,"New Brunswick","Tertiary education","25 to 44 years","Male","Percent",48
2009,"New Brunswick","Tertiary education","45 to 64 years","Both sexes","Percent",38.5
2009,"New Brunswick","Tertiary education","45 to 64 years","Female","Percent",41
2009,"New Brunswick","Tertiary education","45 to 64 years","Male","Percent",37
2009,"New Brunswick","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",23
2009,"New Brunswick","Tertiary education","Total, 25 to 64 years","Female","Percent",25
2009,"New Brunswick","Tertiary education","Total, 25 to 64 years","Male","Percent",21
2009,"New Brunswick","Total, all levels","25 to 44 years","Both sexes","Percent",100
2009,"New Brunswick","Total, all levels","25 to 44 years","Female","Percent",100
2009,"New Brunswick","Total, all levels","25 to 44 years","Male","Percent",100
2009,"New Brunswick","Total, all levels","45 to 64 years","Both sexes","Percent",100
2009,"New Brunswick","Total, all levels","45 to 64 years","Female","Percent",100
2009,"New Brunswick","Total, all levels","45 to 64 years","Male","Percent",100
2009,"New Brunswick","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2009,"New Brunswick","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2009,"New Brunswick","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2009,"New Brunswick","Upper secondary","25 to 44 years","Both sexes","Percent",28
2009,"New Brunswick","Upper secondary","25 to 44 years","Female","Percent",26
2009,"New Brunswick","Upper secondary","25 to 44 years","Male","Percent",30
2009,"New Brunswick","Upper secondary","45 to 64 years","Both sexes","Percent",27.5
2009,"New Brunswick","Upper secondary","45 to 64 years","Female","Percent",30.5
2009,"New Brunswick","Upper secondary","45 to 64 years","Male","Percent",24.5
2009,"New Brunswick","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",14
2009,"New Brunswick","Upper secondary","Total, 25 to 64 years","Female","Percent",14.5
