"REF_DATE","GEO","Persons.in.low.income","Low.income.lines","Statistics","UOM","SCALAR_FACTOR","VALUE","STATUS"
2009,"Ontario","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.2,"D"
2009,"Ontario","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.2,"C"
2009,"Ontario","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",12,"D"
2009,"Ontario","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.1,"C"
2009,"Ontario","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.6,"C"
2009,"Ontario","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.6,"C"
2009,"Ontario","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.7,"E"
2009,"Ontario","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.2,"E"
2009,"Ontario","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.1,"E"
2009,"Ontario","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",15.9,"C"
2009,"Ontario","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"D"
2009,"Ontario","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",36.2,"D"
2009,"Ontario","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",15.6,"E"
2009,"Ontario","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"C"
2009,"Ontario","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11,"C"
2009,"Ontario","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.4,"C"
2009,"Ontario","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",24,"C"
2009,"Ontario","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",23.2,"D"
2009,"Ontario","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",24.9,"C"
2009,"Ontario","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",20.4,"D"
2009,"Ontario","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",16.2,"E"
2009,"Ontario","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",22.1,"D"
2009,"Ontario","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.5,"C"
2009,"Ontario","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",24.6,"D"
2009,"Ontario","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",26.7,"D"
2009,"Prairie provinces","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",11,"B"
2009,"Prairie provinces","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.3,"C"
2009,"Prairie provinces","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",10.2,"C"
2009,"Prairie provinces","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",7.8,"D"
2009,"Prairie provinces","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",10.7,"C"
2009,"Prairie provinces","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.3,"D"
2009,"Prairie provinces","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",9.5,"C"
2009,"Prairie provinces","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",6.3,"E"
2009,"Prairie provinces","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",11.4,"C"
2009,"Prairie provinces","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.3,"D"
2009,"Prairie provinces","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",10.9,"C"
2009,"Prairie provinces","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",9.1,"D"
2009,"Prairie provinces","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.5,"C"
2009,"Prairie provinces","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.4,"C"
2009,"Prairie provinces","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.6,"C"
2009,"Prairie provinces","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",3.7,"E"
2009,"Prairie provinces","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",3.9,"E"
2009,"Prairie provinces","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",3.4,"E"
2009,"Prairie provinces","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",15.3,"C"
2009,"Prairie provinces","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"D"
2009,"Prairie provinces","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",45.8,"D"
2009,"Prairie provinces","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.3,"E"
2009,"Prairie provinces","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.1,"C"
